course,lecturer,students,venue,room,capacity,timeslot,duration,level
ACC316/332,Dr. Oluseyi-Sowunmi Oyedayo Sharon,114,LT1,LT1,2500,Monday_11-12,1,300
ICE518,Unknown Lecturer,114,E401B,E401B,180,Tuesday_11-12,1,500
MCE 533,Unknown Lecturer,114,CHEM LAB (HALL113),CHEM LAB (HALL113),160,Monday_2-3,1,500
PET 511,Mr. Ipinsokan Sunday Bolu,113,HALL108,HALL108,350,Saturday_10-11,2,500
EIE318,Unknown Lecturer,113,HALL306,HALL306,350,Monday_9-10,1,300
MCB314/332,Unknown Lecturer,113,HALL204,HALL204,400,Friday_9-10,2,300
ACC311,Prof. Iyoha Francis Odianonsen,113,G301,G301,200,Wednesday_1-2,1,300
EEE531,Dr. Sanni Timilelehin Fiyinfoluwa,113,E401B,E401B,180,Saturday_12-1,2,500
ICH319,Unknown Lecturer,113,SQLNEWHORIZON,SQLNEWHORIZON,180,Monday_3-4,3,300
ICE514,Unknown Lecturer,113,G301,G301,200,Wednesday_12-1,2,500
ESM514,Unknown Lecturer,113,PET 300LH,PET 300LH,220,Saturday_12-1,2,500
CMS311,Unknown Lecturer,112,COLLEGE_HALL_B,COLLEGE_HALL_B,350,Friday_1-2,2,300
BIO219,Prof. Obembe Olawole Odun,112,SQLNEWHORIZON,SQLNEWHORIZON,180,Thursday_12-1,2,200
ICE 513,Unknown Lecturer,112,BCH_LAB,BCH_LAB,150,Thursday_9-10,2,500
BIO215/231,Dr. Oziegbe Olubukola,112,HALL213PHYLAB,HALL213PHYLAB,150,Thursday_12-1,2,200
PET533,Engr. Dr. Oluwasanmi Olabode,112,PTE 500LH,PTE 500LH,150,Tuesday_1-2,1,500
IMT314,Unknown Lecturer,112,LIBRARY,LIBRARY,500,Wednesday_8-9,2,300
EEE414,Mrs. Ifijeh Ayodele Hephzibar,112,CVE 500LH,CVE 500LH,150,Monday_3-4,1,400
PET312,Engr. Dr. Onuh Yunusa Charles,111,FLUID LAB,FLUID LAB,120,Thursday_3-4,1,300
PSI313,Unknown Lecturer,111,PTE 500LH,PTE 500LH,150,Thursday_10-11,1,300
EIE313,Unknown Lecturer,111,MCE 300LH,MCE 300LH,220,Thursday_8-9,2,300
LIT311,Unknown Lecturer,111,SEMINARROOM,SEMINARROOM,120,Thursday_11-12,2,300
ECN 331,Unknown Lecturer,111,CENTRE CLASS,CENTRE CLASS,180,Monday_4-5,2,300
MCE517,Unknown Lecturer,111,CHEM LAB (HALL111),CHEM LAB (HALL111),160,Tuesday_12-1,2,500
ESM314/31 9,Unknown Lecturer,110,CEDS BUILDING,CEDS BUILDING,200,Saturday_5-6,2,300
FIN 315,Unknown Lecturer,110,SEMINARROOM,SEMINARROOM,120,Tuesday_5-6,2,300
EIE 312/ EIE 335,Unknown Lecturer,110,STUDIO 100,STUDIO 100,280,Thursday_10-11,2,300
ECN316/ ECO315,Unknown Lecturer,110,BIO_LAB,BIO_LAB,150,Friday_12-1,2,300
MKT316,Unknown Lecturer,110,CEDS/MKT LAB,CEDS/MKT LAB,120,Tuesday_8-9,2,300
BUS416,Unknown Lecturer,110,STUDIO 200,STUDIO 200,240,Tuesday_11-12,2,400
MAT337,Mr. Adoghe Victor Osahon,110,FLUID LAB,FLUID LAB,120,Wednesday_8-9,1,300
MTH313/ MAT319,Dr. Oluwadare Julius Remi,110,CVE 400LH,CVE 400LH,180,Wednesday_8-9,2,300
ESM 519,Unknown Lecturer,110,BIO_LAB,BIO_LAB,150,Saturday_12-1,2,500
PHY354,Unknown Lecturer,109,SQLNEWHORIZON,SQLNEWHORIZON,180,Monday_10-11,2,300
BUD315,Unknown Lecturer,109,A201,A201,220,Monday_4-5,2,300
ACC332/31 6,Prof. Iyoha Francis Odianonsen,109,STUDIO 300,STUDIO 300,180,Friday_9-10,2,300
BCH357,Dr. Rotimi Oluwakemi Anuoluwapo,109,MCE 300LH,MCE 300LH,220,Thursday_1-2,2,300
EEE 510,Prof. Adoghe Uwakhonye Anthony,109,CVE 300LH,CVE 300LH,220,Monday_11-12,1,500
CEN317/417,Unknown Lecturer,109,MASSCOM STUDIO,MASSCOM STUDIO,120,Thursday_12-1,2,300
BLD514,Unknown Lecturer,108,LAB,LAB,150,Tuesday_9-10,2,500
BLD519,Unknown Lecturer,108,HALL105PHYLAB,HALL105PHYLAB,150,Wednesday_2-3,2,500
ESM517,Unknown Lecturer,108,MCE 300LH,MCE 300LH,220,Friday_10-11,2,500
BLD317,Unknown Lecturer,108,BCH_LAB,BCH_LAB,150,Tuesday_1-2,2,300
CEN512,Unknown Lecturer,108,MCE 500LH,MCE 500LH,150,Tuesday_2-3,2,300
ESM512,Unknown Lecturer,108,COMPUTER LAB,COMPUTER LAB,250,Tuesday_1-2,2,500
ACC 318,Dr. Eriabie Sylvester Osarumwense,108,E202,E202,250,Monday_3-4,2,300
PSY317,Dr. Gbadebo Adejumo,108,LANG LAB,LANG LAB,120,Tuesday_10-11,2,300
FRE332,Unknown Lecturer,108,HALL213PHYLAB,HALL213PHYLAB,150,Friday_2-3,1,300
ENG 311,Dr. English Lecturer (ENG placeholder),107,LT2,LT2,1400,Tuesday_11-12,2,300
MCB311,Unknown Lecturer,107,CEN500LH,CEN500LH,180,Thursday_10-11,1,300
MCM316,Unknown Lecturer,107,HALL307,HALL307,350,Friday_1-2,2,300
ACC316,Dr. Eriabie Sylvester Osarumwense,107,HALL108,HALL108,350,Monday_8-9,1,300
CVE533,Dr. Akinwumi Isaac Ibukun,107,GBL,GBL,200,Wednesday_9-10,1,500
BLD516,Unknown Lecturer,107,CEN500LH,CEN500LH,180,Wednesday_12-1,2,500
MCM314,Unknown Lecturer,107,COLLEGE_HALL_A,COLLEGE_HALL_A,350,Monday_8-9,2,300
BLD518,Unknown Lecturer,107,B301,B301,200,Saturday_12-1,2,500
PET510,Mr. Ojegbile Peter Oluwaseyi,107,PTE 500LH,PTE 500LH,150,Thursday_8-9,2,500
ICE513,Unknown Lecturer,107,LARGELH,LARGELH,1000,Friday_3-4,2,500
MCE 505,Unknown Lecturer,106,CHEM LAB (HALL111),CHEM LAB (HALL111),160,Thursday_12-1,1,500
GEC 310,Unknown Lecturer,106,COMPUTER LAB,COMPUTER LAB,250,Monday_1-2,2,300
MCB 311,Unknown Lecturer,106,COMPUTER_LAB,COMPUTER_LAB,300,Tuesday_5-6,2,300
SOC315/335,Dr. Olonade Olawale Yinusa,106,CHEM LAB (HALL111),CHEM LAB (HALL111),160,Thursday_1-2,2,300
ICH318,Unknown Lecturer,106,E201,E201,250,Monday_4-5,2,300
COV EHR313,Unknown Lecturer,105,HALL203,HALL203,400,Wednesday_2-3,2,300
ICH315,Unknown Lecturer,105,B301,B301,200,Thursday_1-2,2,300
PET 314/ PEE 333,Dr. Adali Francis Eromosele,105,PTE 300LH,PTE 300LH,220,Wednesday_9-10,2,300
ICE515,Unknown Lecturer,105,HALL213PHYLAB,HALL213PHYLAB,150,Friday_8-9,2,500
MCE312/ MEE312,Unknown Lecturer,105,COLLEGE_HALL_A,COLLEGE_HALL_A,350,Wednesday_10-11,2,300
BUD 318,Unknown Lecturer,105,CVE 300LH,CVE 300LH,220,Wednesday_8-9,2,300
MCE518,Unknown Lecturer,105,STUDIO400,STUDIO400,120,Friday_3-4,2,500
PHY335,Unknown Lecturer,105,CHEM LAB (HALL111),CHEM LAB (HALL111),160,Saturday_4-5,2,300
BIO211,Dr. Ayanda Opeyemi Isaac,104,TEMP_HALL_2,TEMP_HALL_2,250,Saturday_9-10,2,200
MCE536,Unknown Lecturer,104,G201,G201,220,Friday_11-12,2,500
ICE516,Unknown Lecturer,104,PHY_LAB,PHY_LAB,150,Saturday_11-12,1,500
CIT310,Unknown Lecturer,104,CHEM LAB (HALL113),CHEM LAB (HALL113),160,Tuesday_2-3,1,300
PET317/ PEE331,Ms. Aghaulor Gift Ihienma,104,LT1,LT1,2500,Thursday_12-1,2,300
MCB331,Unknown Lecturer,104,SQLNEWHORIZON,SQLNEWHORIZON,180,Wednesday_8-9,2,300
MCE 538,Unknown Lecturer,104,CVE 200LH,CVE 200LH,250,Thursday_3-4,1,500
EHR315,Unknown Lecturer,104,HALL105(PHY LAB),HALL105(PHY LAB),140,Friday_9-10,2,300
FIN316,Unknown Lecturer,104,H401,H401,180,Wednesday_5-6,1,300
CVE 332,Prof. Olukanni David Olatunde,104,CHEM LAB (HALL113),CHEM LAB (HALL113),160,Wednesday_3-4,2,300
PHY351/313,Unknown Lecturer,103,HALL302(PHY LAB),HALL302(PHY LAB),220,Monday_5-6,2,300
CVE336/CEE312,Dr. Mark Oluwaseun Grace,103,HALL302PHYLAB,HALL302PHYLAB,180,Friday_2-3,2,300
MCM318,Unknown Lecturer,103,MKT LAB,MKT LAB,120,Tuesday_9-10,2,300
COV EHR318,Unknown Lecturer,103,HALL213(PHY LAB),HALL213(PHY LAB),130,Friday_12-1,2,300
PSY311,Dr. Onyekachi Marcelus Odo,103,MASSCOM STUDIO,MASSCOM STUDIO,120,Monday_10-11,2,300
IRL311,Unknown Lecturer,102,GBL,GBL,200,Tuesday_8-9,3,300
SOC313,Prof. Imhonopi David,101,E101,E101,250,Tuesday_3-4,2,300
BUS419,Unknown Lecturer,101,B301,B301,200,Monday_10-11,2,400
BUS410,Unknown Lecturer,101,LIBRARY,LIBRARY,500,Thursday_12-1,2,400
ESM513,Unknown Lecturer,101,E101,E101,250,Saturday_12-1,2,500
BUA316,Unknown Lecturer,101,TEMP_HALL_1,TEMP_HALL_1,250,Tuesday_1-2,2,300
ARC 311/ 331,Dr. Ekhaese Eghosa Noel,101,HALL105PHYLAB,HALL105PHYLAB,150,Wednesday_1-2,3,300
EHR311,Unknown Lecturer,101,HALL302(PHY LAB),HALL302(PHY LAB),220,Tuesday_9-10,2,300
PSY332,Dr. Gbadebo Adejumo,100,A201,A201,220,Saturday_8-9,2,300
MAT 317/ MTH 311,Prof. Akewe Hudson,100,CHEM_LAB_111,CHEM_LAB_111,140,Monday_11-12,1,300
MCE533,Unknown Lecturer,100,LAB,LAB,150,Friday_2-3,2,500
PET536,Mr. Kehinde Awelewa Emmanuel,100,CEDS/MKT LAB,CEDS/MKT LAB,120,Saturday_11-12,2,500
EIE 513,Unknown Lecturer,100,STUDIO 22,STUDIO 22,100,Monday_11-12,1,300
CSC416,Prof. Oni Aderonke Atinuke,100,CHEM LAB (HALL113),CHEM LAB (HALL113),160,Wednesday_8-9,2,400
GET 312,Unknown Lecturer,99,OVERFLOW_HALL_1,OVERFLOW_HALL_1,1000,Wednesday_11-12,2,300
ESM317,Unknown Lecturer,99,CHEM LAB (HALL113),CHEM LAB (HALL113),160,Tuesday_10-11,2,300
MKT314,Unknown Lecturer,99,CHE 300LH,CHE 300LH,220,Thursday_11-12,2,300
SSC312(PS I),Unknown Lecturer,99,CHEM LAB (HALL113),CHEM LAB (HALL113),160,Friday_1-2,2,300
INS 311,Unknown Lecturer,99,BCH LAB,BCH LAB,180,Thursday_12-1,2,300
MCB316/318,Unknown Lecturer,98,MCB LAB(HALL 212),MCB LAB(HALL 212),180,Wednesday_3-4,1,300
PSY331,Dr. Onyekachi Marcelus Odo,98,E202,E202,250,Saturday_3-4,2,300
MCE519,Unknown Lecturer,98,STUDIO 22,STUDIO 22,100,Thursday_11-12,1,500
PET530,Mr. Kehinde Awelewa Emmanuel,98,FLUID LAB,FLUID LAB,120,Thursday_10-11,2,500
PSS316,Unknown Lecturer,98,STUDIO300,STUDIO300,180,Friday_8-9,2,300
HMD311,Unknown Lecturer,98,UNKNOWN,UNKNOWN,100,Saturday_1-2,1,300
CHM311,Dr. Akinsiku Anuoluwa Abimbola,98,E401B,E401B,180,Thursday_3-4,2,300
ESM315,Unknown Lecturer,98,PHY_LAB,PHY_LAB,150,Saturday_10-11,2,300
PET 532,Dr. Dike Humphrey Nwenenda,98,E401B,E401B,180,Monday_3-4,2,500
BCH316,Prof. Ogunlana Olubanke Olujoke,98,C401,C401,180,Friday_9-10,2,300
MKT313,Unknown Lecturer,97,E101,E101,250,Monday_2-3,2,300
EIE512,Unknown Lecturer,97,COMPUTER LAB,COMPUTER LAB,250,Wednesday_9-10,2,500
IRL315,Unknown Lecturer,97,HALL302PHYLAB,HALL302PHYLAB,180,Tuesday_1-2,2,300
CEN510,Unknown Lecturer,97,ICE500LH,ICE500LH,180,Thursday_9-10,1,500
ICH316,Unknown Lecturer,97,F301,F301,220,Tuesday_12-1,2,300
ARC319/336,Prof. Oluwatayo Adedapo Adewunmi,97,F301,F301,220,Saturday_4-5,2,300
CHE313/33 3/ TCH311,Mrs. Akinyemi Akinnike Felicia,97,MASS COMM STUDIO,MASS COMM STUDIO,120,Thursday_3-4,2,300
FIN319/411,Unknown Lecturer,97,STUDIO 400,STUDIO 400,120,Friday_9-10,1,300/400
ENG331,Dr. English Lecturer (ENG placeholder),97,UNKNOWN,UNKNOWN,100,Thursday_12-1,2,300
ICH317,Unknown Lecturer,97,CENTRE CLASS CHE,CENTRE CLASS CHE,200,Saturday_10-11,2,300
SOC311/331,Prof. Imhonopi David,97,E202,E202,250,Wednesday_5-6,2,300
MAC 333,Prof. Omojola Oladokun,96,E101,E101,250,Thursday_8-9,1,300
CHE335/TCH313,Mr. Adeshina Ayo Joshua,96,STUDIO 300,STUDIO 300,180,Wednesday_3-4,2,300
MAT337/ IMT311,Prof. Samuel Iyase Azubuike,96,SQL NEW HORIZON,SQL NEW HORIZON,180,Tuesday_4-5,2,300
PET532,Engr. Dr. Onuh Yunusa Charles,96,HALL302(PHY LAB),HALL302(PHY LAB),220,Tuesday_8-9,2,500
ARC315/335,Mrs. Ekeh Eseoghene Yvonne,96,BCH LAB,BCH LAB,180,Friday_8-9,2,300
ACC437,Dr. Okougbo Peace Onuwabhagbe,96,BCH_LAB,BCH_LAB,150,Tuesday_12-1,1,400
PSI 417,Unknown Lecturer,95,UNKNOWN,UNKNOWN,100,Tuesday_1-2,1,400
ENG 415,Dr. English Lecturer (ENG placeholder),95,CHEM_LAB_112,CHEM_LAB_112,140,Saturday_12-1,2,400
BLD411,Unknown Lecturer,95,E401A,E401A,180,Tuesday_10-11,2,400
ECN412,Unknown Lecturer,95,HALL302(PHY LAB),HALL302(PHY LAB),220,Thursday_9-10,2,400
MCE 412,Unknown Lecturer,95,CHAPEL,CHAPEL,1200,Friday_10-11,1,400
IRL414,Unknown Lecturer,95,CHEM_LAB_112,CHEM_LAB_112,140,Wednesday_2-3,2,400
BFN/FIN418,Unknown Lecturer,95,MCE 300LH,MCE 300LH,220,Saturday_12-1,2,400
MCB411,Unknown Lecturer,95,CENTRE CLASS CHE,CENTRE CLASS CHE,200,Friday_8-9,2,400
BLD511,Unknown Lecturer,95,FLUID LAB,FLUID LAB,120,Saturday_9-10,2,500
BLD515,Unknown Lecturer,95,STUDIO200,STUDIO200,220,Saturday_1-2,2,500
MIS 414,Unknown Lecturer,95,PSY LAB,PSY LAB,100,Saturday_3-4,2,400
ESM431,Unknown Lecturer,95,G301,G301,200,Friday_2-3,2,400
PSY410,Prof. Gesinde Abiodun,94,PHY_LAB,PHY_LAB,150,Monday_8-9,2,400
MCE416,Unknown Lecturer,94,CVE 300LH,CVE 300LH,220,Friday_4-5,2,400
BUS 410,Unknown Lecturer,94,HALL213(PHY LAB),HALL213(PHY LAB),130,Wednesday_4-5,1,400
MCE513,Unknown Lecturer,94,HALL213PHYLAB,HALL213PHYLAB,150,Tuesday_3-4,2,500
ARC419,Dr. Babalola Daniel Olatunde,94,HALL201,HALL201,450,Tuesday_9-10,2,400
MAT434,Dr. Mbata Ahamerula Ugochukwu,94,HALL105PHYLAB,HALL105PHYLAB,150,Thursday_9-10,2,400
MKT412,Unknown Lecturer,93,C301,C301,220,Tuesday_3-4,2,400
PET414,Dr. Adali Francis Eromosele,93,HALL302(PHY LAB),HALL302(PHY LAB),220,Saturday_12-1,1,400
SOC418,Dr. Olonade Olawale Yinusa,93,SQL NEW HORIZON,SQL NEW HORIZON,180,Tuesday_2-3,2,400
BCH439,Prof. Chinedu Shalom Nwodo,93,HALL302PHYLAB,HALL302PHYLAB,180,Monday_1-2,2,400
CVE417/431,Engr. Sani Reuben Orumah,92,PHY_LAB,PHY_LAB,150,Thursday_2-3,2,400
PSY418,Prof. Adekeye Olujide,92,GBL,GBL,200,Saturday_12-1,2,400
BUS 412,Unknown Lecturer,92,HALL105PHYLAB,HALL105PHYLAB,150,Monday_12-1,2,400
MIS414,Unknown Lecturer,92,HALL302(PHY LAB),HALL302(PHY LAB),220,Monday_9-10,2,400
EIE 432,Unknown Lecturer,92,TEMP_HALL_2,TEMP_HALL_2,250,Friday_12-1,1,400
EIE431,Unknown Lecturer,92,MCE 300LH,MCE 300LH,220,Monday_10-11,2,400
ESM516,Unknown Lecturer,92,F401,F401,180,Monday_3-4,2,500
BLD 415,Unknown Lecturer,92,PTE 500LH,PTE 500LH,150,Wednesday_2-3,2,400
ARC410,Mrs. Odiah Onyeka Esther Yvonne,92,HALL202,HALL202,450,Thursday_10-11,2,400
PSY 417,Dr. Samson Femi Agberotimi,92,MCE 500LH,MCE 500LH,150,Monday_8-9,2,400
BCH433,Prof. Iweala Emeka Joshua,92,HALL105PHYLAB,HALL105PHYLAB,150,Saturday_5-6,2,400
ESM412,Unknown Lecturer,92,E401B,E401B,180,Wednesday_2-3,2,400
TMC511,Unknown Lecturer,92,HALL302PHYLAB,HALL302PHYLAB,180,Tuesday_12-1,1,500
ARC416,Dr. Sholanke Anthony Babatunde,92,UNKNOWN,UNKNOWN,100,Saturday_2-3,4,400
EEE417,Mrs. Ajilore Adejumoke Aderonke,92,H401,H401,180,Wednesday_3-4,2,400
CEN515,Unknown Lecturer,92,HALL307,HALL307,350,Tuesday_12-1,1,500
SOC411,Prof. Imhonopi David,91,CENTRE CLASS,CENTRE CLASS,180,Thursday_8-9,2,400
MAC 431,Dr. Oyesomi Kehinde Opeyemi,91,BIOLAB,BIOLAB,140,Thursday_12-1,2,400
IRH 411,Unknown Lecturer,91,HALL203,HALL203,400,Wednesday_12-1,1,400
PHY316,Unknown Lecturer,91,CVE 400LH,CVE 400LH,180,Friday_11-12,2,300
ARC415,Dr. Babalola Daniel Olatunde,91,BIOLAB,BIOLAB,140,Friday_3-4,1,400
ICE 518,Unknown Lecturer,91,CENTRE CLASS,CENTRE CLASS,180,Tuesday_8-9,2,500
MKT415,Unknown Lecturer,91,HALL108,HALL108,350,Monday_11-12,2,400
ACC417,Dr. Alawode Olufemi Peter,91,C301,C301,220,Wednesday_1-2,2,400
CVE 537,Dr. Mark Oluwaseun Grace,91,MASSCOM STUDIO,MASSCOM STUDIO,120,Monday_11-12,3,500
CVE 538,Prof. Olukanni David Olatunde,91,CVE 500LH,CVE 500LH,150,Monday_1-2,1,500
CEN 513,Unknown Lecturer,91,CVE 400LH,CVE 400LH,180,Thursday_3-4,1,500
EIE516,Unknown Lecturer,90,MCB LAB(HALL 212),MCB LAB(HALL 212),180,Saturday_2-3,2,500
ESM418,Unknown Lecturer,90,HALL302(PHY LAB),HALL302(PHY LAB),220,Monday_8-9,2,400
BLD513,Unknown Lecturer,90,PTE 300LH,PTE 300LH,220,Friday_3-4,2,500
CHM435,Prof. Ajani Olayinke Ojewale,90,MCB LAB(HALL 212),MCB LAB(HALL 212),180,Thursday_8-9,2,400
SOC415,Dr. Allo Tolulope Abiola,90,A201,A201,220,Saturday_12-1,2,400
BCH452,Dr. Rotimi Oluwakemi Anuoluwapo,90,STUDIO 200,STUDIO 200,240,Tuesday_4-5,2,400
CHM412,Dr. Adedapo Emmanuel Adebusayo,90,CHE 300LH,CHE 300LH,220,Tuesday_11-12,2,400
MAC411,Dr. Ekanem Thelma Ededet,89,CBN_AUDITORIUM,CBN_AUDITORIUM,700,Wednesday_5-6,2,400
BFN/FIN41 3,Unknown Lecturer,89,PSY LAB,PSY LAB,100,Tuesday_11-12,2,400
IRH415,Unknown Lecturer,89,CEDS BUILDING,CEDS BUILDING,200,Thursday_8-9,2,400
BCH431,Prof. Ogunlana Olubanke Olujoke,89,CVE 200LH,CVE 200LH,250,Thursday_12-1,2,400
PSS 415,Unknown Lecturer,89,SQL NEW HORIZON,SQL NEW HORIZON,180,Saturday_11-12,2,400
BCH413,Dr. Rotimi Oluwakemi Anuoluwapo,89,CHEM_LAB_113,CHEM_LAB_113,140,Wednesday_3-4,2,400
CHE 319/ 335/ TCH 313,Dr. Alagbe Edith Egbimhanlu,89,HALL108,HALL108,350,Friday_4-5,2,300
IRL 413,Unknown Lecturer,89,F401,F401,180,Wednesday_5-6,1,400
TMC411,Unknown Lecturer,89,HALL307,HALL307,350,Thursday_2-3,1,400
EDS512,Unknown Lecturer,89,STUDIO 300,STUDIO 300,180,Monday_12-1,1,500
PET531,Mr. Kehinde Awelewa Emmanuel,88,HALL306,HALL306,350,Wednesday_8-9,2,500
CVE414/432,Mrs. Temitayo K. Fagbola,88,STUDIO 100,STUDIO 100,280,Wednesday_2-3,2,400
MAC 419,Dr. Osere Nkem JaneFrances,88,MCB_LAB,MCB_LAB,180,Monday_8-9,2,400
IRH416,Unknown Lecturer,88,E202,E202,250,Saturday_9-10,1,400
BUS418,Unknown Lecturer,88,CEN500LH,CEN500LH,180,Saturday_10-11,2,400
PSY 414,Prof. Gesinde Abiodun,88,G301,G301,200,Monday_5-6,2,400
MCE553,Unknown Lecturer,88,CHE 500LH,CHE 500LH,150,Tuesday_8-9,2,500
CVE431,Engr. Chidiebere Ezenkwa,88,PHY_LAB,PHY_LAB,150,Saturday_1-2,2,400
BCH418,Dr. Dokunmu Titilope Modupe,88,CHE 400LH,CHE 400LH,180,Saturday_2-3,2,400
CVE 431,Dr. Oluwafemi John Oluwatobi,88,MCB_LAB,MCB_LAB,180,Wednesday_3-4,1,400
ESM416,Unknown Lecturer,88,MCE 500LH,MCE 500LH,150,Friday_9-10,2,400
BFN/FIN415,Unknown Lecturer,88,MASSCOM NEWSROOM,MASSCOM NEWSROOM,100,Wednesday_3-4,2,400
CVE536,Dr. Mark Oluwaseun Grace,88,F401,F401,180,Tuesday_11-12,2,500
MCB 418,Unknown Lecturer,88,COLLEGE_HALL_A,COLLEGE_HALL_A,350,Saturday_11-12,2,400
CVE415/435,Dr. Mark Oluwaseun Grace,88,TEMP_HALL_2,TEMP_HALL_2,250,Thursday_8-9,1,400
BFN 417/ FIN 417,Unknown Lecturer,87,LT1,LT1,2500,Tuesday_11-12,2,400
ARC 412,Dr. Adewale Bukola Adejoke,87,MCE WORKSHOP,MCE WORKSHOP,100,Monday_10-11,2,400
POS413,Unknown Lecturer,87,HALL213(PHY LAB),HALL213(PHY LAB),130,Saturday_11-12,2,400
CVE 438,Engr. Sani Reuben Orumah,87,MCB_LAB,MCB_LAB,180,Tuesday_8-9,1,400
MCE515,Unknown Lecturer,87,STUDIO200,STUDIO200,220,Thursday_11-12,2,500
MAT 431,Prof. Timothy Anake Ashibel,87,MCE 500LH,MCE 500LH,150,Saturday_9-10,1,400
PHY 337,Unknown Lecturer,87,E201,E201,250,Thursday_2-3,2,300
MCE434,Unknown Lecturer,87,OVERFLOW_HALL_1,OVERFLOW_HALL_1,1000,Saturday_9-10,2,400
MIS412,Unknown Lecturer,86,STUDIO 500,STUDIO 500,100,Tuesday_10-11,2,400
PHY 332,Unknown Lecturer,86,STUDIO 300,STUDIO 300,180,Thursday_4-5,2,300
IRL411,Unknown Lecturer,86,HALL308,HALL308,250,Tuesday_8-9,1,400
MCE 431,Unknown Lecturer,86,HALL307,HALL307,350,Wednesday_12-1,2,400
ACC 433,Dr. Nwobu Obiamaka,86,MCE 500LH,MCE 500LH,150,Thursday_10-11,2,400
ESM511,Unknown Lecturer,86,LANG LAB,LANG LAB,120,Monday_12-1,2,500
PRE411,Unknown Lecturer,86,STUDIO 300,STUDIO 300,180,Monday_5-6,1,400
GEC517,Unknown Lecturer,86,HALL302(PHY LAB),HALL302(PHY LAB),220,Friday_12-1,2,500
FIN/ BFN 411/ 319,Unknown Lecturer,86,MASS COMM STUDIO,MASS COMM STUDIO,120,Saturday_3-4,2,400/ 300
BLD 518,Unknown Lecturer,86,HALL203,HALL203,400,Tuesday_2-3,2,500
EIE413/ ICE413,Unknown Lecturer,86,TEMP_HALL_2,TEMP_HALL_2,250,Monday_1-2,2,400
CIT 411,Unknown Lecturer,85,WORKSHOP,WORKSHOP,100,Tuesday_10-11,1,400
PET410,Engr. Dr. Oluwasanmi Olabode,85,STUDIO 300,STUDIO 300,180,Friday_11-12,2,400
PSY412,Dr. Agoha Benedict,85,F401,F401,180,Saturday_10-11,2,400
BUS414,Unknown Lecturer,85,PTE 500LH,PTE 500LH,150,Monday_2-3,1,400
CEN 515,Unknown Lecturer,85,SEMINARROOM,SEMINARROOM,120,Wednesday_10-11,1,500
MCE433,Unknown Lecturer,84,CHEM LAB (HALL113),CHEM LAB (HALL113),160,Monday_12-1,2,400
